0.000000000000000000e+00	0.000000000000000000e+00	2.399999999999999418e+05
0.000000000000000000e+00	5.235987755982988157e-01	2.399999999999999418e+05
0.000000000000000000e+00	1.047197551196597631e+00	2.399999999999999418e+05
0.000000000000000000e+00	1.570796326794896558e+00	2.399999999999999418e+05
0.000000000000000000e+00	2.094395102393195263e+00	2.399999999999999418e+05
0.000000000000000000e+00	2.617993877991494411e+00	2.399999999999999418e+05
0.000000000000000000e+00	3.141592653589793116e+00	2.399999999999999418e+05
0.000000000000000000e+00	3.665191429188091821e+00	2.399999999999999418e+05
0.000000000000000000e+00	4.188790204786390525e+00	2.399999999999999418e+05
0.000000000000000000e+00	4.712388980384689674e+00	2.399999999999999418e+05
0.000000000000000000e+00	5.235987755982988823e+00	2.399999999999999418e+05
0.000000000000000000e+00	5.759586531581287083e+00	2.399999999999999418e+05
5.235987755982988157e-01	0.000000000000000000e+00	4.799999999999999418e+05
5.235987755982988157e-01	5.235987755982988157e-01	4.799999999999999418e+05
5.235987755982988157e-01	1.047197551196597631e+00	4.799999999999999418e+05
5.235987755982988157e-01	1.570796326794896558e+00	4.799999999999999418e+05
5.235987755982988157e-01	2.094395102393195263e+00	4.799999999999999418e+05
5.235987755982988157e-01	2.617993877991494411e+00	4.799999999999999418e+05
5.235987755982988157e-01	3.141592653589793116e+00	4.799999999999999418e+05
5.235987755982988157e-01	3.665191429188091821e+00	4.799999999999999418e+05
5.235987755982988157e-01	4.188790204786390525e+00	4.799999999999999418e+05
5.235987755982988157e-01	4.712388980384689674e+00	4.799999999999999418e+05
5.235987755982988157e-01	5.235987755982988823e+00	4.799999999999999418e+05
5.235987755982988157e-01	5.759586531581287083e+00	4.799999999999999418e+05
1.047197551196597631e+00	0.000000000000000000e+00	9.599999999999997672e+05
1.047197551196597631e+00	5.235987755982988157e-01	9.599999999999997672e+05
1.047197551196597631e+00	1.047197551196597631e+00	9.599999999999997672e+05
1.047197551196597631e+00	1.570796326794896558e+00	9.599999999999997672e+05
1.047197551196597631e+00	2.094395102393195263e+00	9.599999999999997672e+05
1.047197551196597631e+00	2.617993877991494411e+00	9.599999999999997672e+05
1.047197551196597631e+00	3.141592653589793116e+00	9.599999999999997672e+05
