0.000000000000000000e+00	-6.938893903907228378e-17
0.000000000000000000e+00	-9.714451465470119729e-17
0.000000000000000000e+00	1.942890293094023946e-16
0.000000000000000000e+00	2.498001805406602216e-16
0.000000000000000000e+00	-1.040834085586084257e-16
0.000000000000000000e+00	-7.632783294297951215e-17
0.000000000000000000e+00	6.938893903907228378e-17
0.000000000000000000e+00	9.714451465470119729e-17
0.000000000000000000e+00	-1.942890293094023946e-16
0.000000000000000000e+00	-2.498001805406602216e-16
0.000000000000000000e+00	1.040834085586084257e-16
0.000000000000000000e+00	7.632783294297951215e-17
0.000000000000000000e+00	5.551115123125782702e-17
0.000000000000000000e+00	1.110223024625156540e-16
0.000000000000000000e+00	1.665334536937734811e-16
0.000000000000000000e+00	-1.110223024625156540e-16
0.000000000000000000e+00	3.747002708109903324e-16
0.000000000000000000e+00	-1.249000902703301108e-16
0.000000000000000000e+00	-5.551115123125782702e-17
0.000000000000000000e+00	-1.110223024625156540e-16
0.000000000000000000e+00	-1.665334536937734811e-16
0.000000000000000000e+00	1.110223024625156540e-16
0.000000000000000000e+00	-3.747002708109903324e-16
0.000000000000000000e+00	1.249000902703301108e-16
0.000000000000000000e+00	-5.551115123125782702e-16
0.000000000000000000e+00	-5.551115123125782702e-16
0.000000000000000000e+00	-3.330669073875469621e-16
0.000000000000000000e+00	-5.551115123125782702e-16
0.000000000000000000e+00	2.775557561562891351e-17
0.000000000000000000e+00	-5.551115123125782702e-17
0.000000000000000000e+00	5.551115123125782702e-16
0.000000000000000000e+00	5.551115123125782702e-16
0.000000000000000000e+00	3.330669073875469621e-16
0.000000000000000000e+00	5.551115123125782702e-16
0.000000000000000000e+00	-2.775557561562891351e-17
0.000000000000000000e+00	5.551115123125782702e-17
0.000000000000000000e+00	7.771561172376095783e-16
0.000000000000000000e+00	1.443289932012703503e-15
0.000000000000000000e+00	2.331468351712828735e-15
0.000000000000000000e+00	3.885780586188047891e-16
0.000000000000000000e+00	2.220446049250313081e-16
0.000000000000000000e+00	-4.996003610813204432e-16
0.000000000000000000e+00	-7.771561172376095783e-16
0.000000000000000000e+00	-1.443289932012703503e-15
0.000000000000000000e+00	-2.331468351712828735e-15
0.000000000000000000e+00	-3.885780586188047891e-16
0.000000000000000000e+00	-2.220446049250313081e-16
0.000000000000000000e+00	4.996003610813204432e-16
5.235987755982988157e-01	-4.999999999999997780e-01
5.235987755982988157e-01	-4.999999999999998335e-01
5.235987755982988157e-01	-5.000000000000003331e-01
5.235987755982988157e-01	-5.000000000000002220e-01
5.235987755982988157e-01	-4.999999999999996669e-01
5.235987755982988157e-01	-5.000000000000000000e-01
5.235987755982988157e-01	-5.000000000000000000e-01
5.235987755982988157e-01	-5.000000000000002220e-01
5.235987755982988157e-01	-4.999999999999998335e-01
5.235987755982988157e-01	-5.000000000000000000e-01
5.235987755982988157e-01	-4.999999999999996669e-01
5.235987755982988157e-01	-5.000000000000000000e-01
5.235987755982988157e-01	-4.999999999999987232e-01
5.235987755982988157e-01	-4.999999999999986677e-01
5.235987755982988157e-01	-4.999999999999992228e-01
5.235987755982988157e-01	-4.999999999999994449e-01
