0.000000000000000000e+00	8.470329472543003391e-22
5.000000000000000104e-03	1.439998920971493166e-09
1.000000000000000021e-02	5.759982735538695253e-09
1.499999999999999944e-02	1.295991259866993842e-08
2.000000000000000042e-02	2.303972376864323848e-08
2.500000000000000139e-02	3.599932560703781297e-08
3.000000000000000236e-02	5.183860157875527935e-08
3.500000000000000333e-02	7.055740925199675116e-08
4.000000000000000083e-02	9.215558029828660292e-08
4.499999999999999833e-02	1.166329204924453122e-07
4.999999999999999584e-02	1.439892097126132095e-07
5.499999999999999334e-02	1.742242019402386265e-07
5.999999999999999084e-02	2.073376252600761623e-07
6.499999999999998834e-02	2.433291818601951935e-07
6.999999999999999278e-02	2.821985480319781931e-07
7.499999999999999722e-02	3.239453741701087137e-07
8.000000000000000167e-02	3.685692847725878247e-07
8.500000000000000611e-02	4.160698784407236041e-07
9.000000000000001055e-02	4.664467278791363266e-07
9.500000000000001499e-02	5.196993798957568753e-07
1.000000000000000194e-01	5.758273554018248888e-07
1.050000000000000239e-01	6.348301494118897143e-07
1.100000000000000283e-01	6.967072310438104603e-07
1.150000000000000328e-01	7.614580435187618200e-07
1.200000000000000372e-01	8.290820041612245424e-07
1.250000000000000278e-01	8.995785043989860674e-07
1.300000000000000322e-01	9.729469097631525957e-07
1.350000000000000366e-01	1.049186559888131302e-06
1.400000000000000411e-01	1.128296768511650027e-06
1.450000000000000455e-01	1.210276823474737587e-06
1.500000000000000500e-01	1.295125986721737427e-06
1.550000000000000544e-01	1.382843494300304238e-06
1.600000000000000588e-01	1.473428556361398024e-06
1.650000000000000633e-01	1.566880357159296176e-06
1.700000000000000677e-01	1.663198055051580762e-06
1.750000000000000722e-01	1.762380782499144247e-06
1.800000000000000766e-01	1.864427646066196482e-06
1.850000000000000810e-01	1.969337726420244161e-06
1.900000000000000855e-01	2.077110078332118986e-06
1.950000000000000899e-01	2.187743730675954162e-06
2.000000000000000944e-01	2.301237686429194773e-06
2.050000000000000988e-01	2.417590922672596935e-06
2.100000000000001033e-01	2.536802390590226102e-06
2.150000000000001077e-01	2.658871015469462149e-06
2.200000000000001121e-01	2.783795696700984970e-06
2.250000000000001166e-01	2.911575307778793960e-06
2.300000000000001210e-01	3.042208696300202515e-06
2.350000000000001255e-01	3.175694683965820660e-06
2.400000000000001299e-01	3.312032066579577075e-06
2.450000000000001343e-01	3.451219614048712745e-06
2.500000000000001110e-01	3.593256070383775025e-06
2.550000000000001155e-01	3.738140153698621459e-06
2.600000000000001199e-01	3.885870556210419772e-06
2.650000000000001243e-01	4.036445944239655076e-06
2.700000000000001288e-01	4.189864958210109537e-06
2.750000000000001332e-01	4.346126212648883556e-06
2.800000000000001377e-01	4.505228296186391951e-06
2.850000000000001421e-01	4.667169771556352103e-06
2.900000000000001465e-01	4.831949175595791578e-06
2.950000000000001510e-01	4.999565019245054901e-06
3.000000000000001554e-01	5.170015787547792551e-06
3.050000000000001599e-01	5.343299939650966035e-06
3.100000000000001643e-01	5.519415908804846200e-06
3.150000000000001688e-01	5.698362102363015771e-06
3.200000000000001732e-01	5.880136901782364270e-06
3.250000000000001776e-01	6.064738662623098181e-06
3.300000000000001821e-01	6.252165714548724008e-06
3.350000000000001865e-01	6.442416361326071145e-06
3.400000000000001910e-01	6.635488880825269006e-06
3.450000000000001954e-01	6.831381525019763122e-06
3.500000000000001998e-01	7.030092519986304970e-06
3.550000000000002043e-01	7.231620065904960449e-06
3.600000000000002087e-01	7.435962337059103103e-06
3.650000000000002132e-01	7.643117481835416658e-06
3.700000000000002176e-01	7.853083622723899262e-06
3.750000000000002220e-01	8.065858856317853319e-06
3.800000000000002265e-01	8.281441253313893958e-06
3.850000000000002309e-01	8.499828858511945646e-06
3.900000000000002354e-01	8.721019690815248965e-06
3.950000000000002398e-01	8.945011743230347058e-06
4.000000000000002442e-01	9.171802982867095793e-06
4.050000000000002487e-01	9.401391350938662073e-06
4.100000000000002531e-01	9.633774762761523829e-06
4.150000000000002576e-01	9.868951107755471720e-06
4.200000000000002620e-01	1.010691824944359727e-05
4.250000000000002665e-01	1.034767402545230813e-05
4.300000000000002709e-01	1.059121624751132974e-05
4.350000000000002753e-01	1.083754270145368503e-05
4.400000000000002798e-01	1.108665114721571474e-05
4.450000000000002842e-01	1.133853931883706046e-05
4.500000000000002887e-01	1.159320492446069348e-05
4.550000000000002931e-01	1.185064564633287746e-05
4.600000000000002975e-01	1.211085914080319049e-05
4.650000000000003020e-01	1.237384303832452338e-05
4.700000000000003064e-01	1.263959494345307628e-05
4.750000000000003109e-01	1.290811243484836377e-05
4.800000000000003153e-01	1.317939306527320467e-05
4.850000000000003197e-01	1.345343436159372546e-05
4.900000000000003242e-01	1.373023382477937380e-05
4.950000000000003286e-01	1.400978892990289823e-05
5.000000000000003331e-01	1.429209712614036170e-05
5.050000000000003375e-01	1.457715583677113482e-05
5.100000000000003419e-01	1.486496245917790430e-05
5.150000000000003464e-01	1.515551436484665602e-05
5.200000000000003508e-01	1.544880889936670046e-05
5.250000000000003553e-01	1.574484338243064557e-05
5.300000000000003597e-01	1.604361510783441710e-05
5.350000000000003642e-01	1.634512134347725185e-05
5.400000000000003686e-01	1.664935933136168578e-05
5.450000000000003730e-01	1.695632628759358114e-05
5.500000000000003775e-01	1.726601940238209934e-05
5.550000000000003819e-01	1.757843584003971452e-05
5.600000000000003864e-01	1.789357273898221356e-05
5.650000000000003908e-01	1.821142721172869605e-05
5.700000000000003952e-01	1.853199634490155736e-05
